School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type
Lowell: Bartlett Community Partnership,01600090,Public School,Lowell,MA,01854,"PK,K,01,02,03,04,05,06,07,08",Lowell,01600000,Public School District
Lowell: Cardinal O'Connell Early Learning Center,01600001,Public School,Lowell,MA,01852,PK,Lowell,01600000,Public School District
Lowell: Charles W Morey,01600030,Public School,Lowell,MA,01851,"PK,K,01,02,03,04",Lowell,01600000,Public School District
Lowell: Charlotte M Murkland Elementary,01600080,Public School,Lowell,MA,01854,"PK,K,01,02,03,04",Lowell,01600000,Public School District
Lowell: Dr An Wang School,01600345,Public School,Lowell,MA,01854,"05,06,07,08",Lowell,01600000,Public School District
Lowell: Dr Gertrude Bailey,01600002,Public School,Lowell,MA,01851,"PK,K,01,02,03,04",Lowell,01600000,Public School District
Lowell: Dr. Janice Adie Day School,01600605,Public School,Chelmsford,MA,01851,"PK,K,01,02,03,04,05,06,07,08,10,11,12",Lowell,01600000,Public School District
Lowell: Greenhalge,01600015,Public School,Lowell,MA,01850,"PK,K,01,02,03,04",Lowell,01600000,Public School District
Lowell: Henry J Robinson Middle,01600330,Public School,Lowell,MA,01850,"05,06,07,08",Lowell,01600000,Public School District
Lowell: James S Daley Middle School,01600315,Public School,Lowell,MA,01851,"05,06,07,08",Lowell,01600000,Public School District
Lowell: James Sullivan Middle School,01600340,Public School,Lowell,MA,01852,"05,06,07,08",Lowell,01600000,Public School District
Lowell: John J Shaughnessy,01600050,Public School,Lowell,MA,01852,"PK,K,01,02,03,04",Lowell,01600000,Public School District
Lowell: Joseph McAvinnue,01600010,Public School,Lowell,MA,01854,"PK,K,01,02,03,04",Lowell,01600000,Public School District
Lowell: Kathryn P. Stoklosa Middle School,01600360,Public School,Lowell,MA,01854,"05,06,07,08",Lowell,01600000,Public School District
Lowell: Laura Lee Therapeutic Day School,01600085,Public School,Lowell,MA,01851,"03,05,06,07,08",Lowell,01600000,Public School District
Lowell: Leblanc Therapeutic Day School,01600320,Public School,Lowell,MA,01852,"09,10,11,12",Lowell,01600000,Public School District
Lowell: Lowell High,01600505,Public School,Lowell,MA,01852,"09,10,11,12",Lowell,01600000,Public School District
Lowell: Moody Elementary,01600027,Public School,Lowell,MA,01852,"PK,K,01,02,03,04",Lowell,01600000,Public School District
Lowell: Pawtucketville Memorial,01600036,Public School,Lowell,MA,01854,"PK,K,01,02,03,04",Lowell,01600000,Public School District
Lowell: Peter W Reilly,01600040,Public School,Lowell,MA,01852,"PK,K,01,02,03,04",Lowell,01600000,Public School District
Lowell: Pyne Arts,01600018,Public School,Lowell,MA,01852,"PK,K,01,02,03,04,05,06,07,08",Lowell,01600000,Public School District
Lowell: Rogers STEM Academy,01600005,Public School,Lowell,MA,01852,"K,01,02,03,04,05,06,07,08",Lowell,01600000,Public School District
Lowell: S Christa McAuliffe Elementary,01600075,Public School,Lowell,MA,01850,"PK,K,01,02,03,04",Lowell,01600000,Public School District
Lowell: The Career Academy,01600515,Public School,Lowell,MA,01851,"09,10,11,12",Lowell,01600000,Public School District
Lowell: Washington,01600055,Public School,Lowell,MA,01851,"PK,K,01,02,03,04",Lowell,01600000,Public School District
Lowell Community Charter Public (District): Lowell Community Charter Public School,04560050,Charter School,Lowell,MA,01852,"PK,K,01,02,03,04,05,06,07,08",Lowell Community Charter Public (District),04560000,Charter District
Lowell Middlesex Academy Charter (District): Lowell Middlesex Academy Charter School,04580505,Charter School,Lowell,MA,01852,"09,10,11,12",Lowell Middlesex Academy Charter (District),04580000,Charter District
Ludlow: East Street Elementary School,01610010,Public School,Ludlow,MA,01056,"PK,K,01",Ludlow,01610000,Public School District
Ludlow: Harris Brook Elementary School,01610665,Public School,Ludlow,MA,01056,"02,03,04,05",Ludlow,01610000,Public School District
Ludlow: Ludlow Senior High,01610505,Public School,Ludlow,MA,01056,"09,10,11,12",Ludlow,01610000,Public School District
Ludlow: Paul R Baird Middle,01610305,Public School,Ludlow,MA,01056,"06,07,08",Ludlow,01610000,Public School District
Lunenburg: Advanced Community Experience Program,01620605,Public School,Lunenburg,MA,01462,,Lunenburg,01620000,Public School District
Lunenburg: Lunenburg High,01620505,Public School,Lunenburg,MA,01462,"09,10,11,12",Lunenburg,01620000,Public School District
Lunenburg: Lunenburg Middle School,01620305,Public School,Lunenburg,MA,01462,"06,07,08",Lunenburg,01620000,Public School District
Lunenburg: Lunenburg Primary School,01620010,Public School,Lunenburg,MA,01462,"PK,K,01,02",Lunenburg,01620000,Public School District
Lunenburg: Turkey Hill Elementary School,01620025,Public School,Lunenburg,MA,01462,"03,04,05",Lunenburg,01620000,Public School District
Lynn: A Drewicz Elementary,01630016,Public School,Lynn,MA,01905,"PK,K,01,02,03,04,05",Lynn,01630000,Public School District
Lynn: Aborn,01630011,Public School,Lynn,MA,01902,"K,01,02,03,04,05",Lynn,01630000,Public School District
Lynn: Breed Middle School,01630405,Public School,Lynn,MA,01905,"06,07,08",Lynn,01630000,Public School District
Lynn: Brickett Elementary,01630020,Public School,Lynn,MA,01902,"K,01,02,03,04,05",Lynn,01630000,Public School District
Lynn: Capt William G Shoemaker,01630090,Public School,Lynn,MA,01904,"PK,K,01,02,03,04,05",Lynn,01630000,Public School District
Lynn: Classical High,01630505,Public School,Lynn,MA,01905,"09,10,11,12",Lynn,01630000,Public School District
Lynn: Cobbet Elementary,01630035,Public School,Lynn,MA,01902,"K,01,02,03,04,05",Lynn,01630000,Public School District
Lynn: E J Harrington,01630045,Public School,Lynn,MA,01902,"PK,K,01,02,03,04,05",Lynn,01630000,Public School District
Lynn: Edward A Sisson,01630095,Public School,Lynn,MA,01904,"PK,K,01,02,03,04,05",Lynn,01630000,Public School District
Lynn: Fecteau-Leary Junior/Senior High School,01630525,Public School,Lynn,MA,01902,"06,07,08,09,10,11,12",Lynn,01630000,Public School District
Lynn: Fredrick Douglass Collegiate Academy,01630575,Public School,Lynn,MA,01901,9,Lynn,01630000,Public School District
Lynn: Hood,01630055,Public School,Lynn,MA,01902,"PK,K,01,02,03,04,05",Lynn,01630000,Public School District
Lynn: Ingalls,01630060,Public School,Lynn,MA,01902,"K,01,02,03,04,05",Lynn,01630000,Public School District
Lynn: Julia F Callahan,01630030,Public School,Lynn,MA,01905,"PK,K,01,02,03,04,05",Lynn,01630000,Public School District
Lynn: Lincoln-Thomson,01630070,Public School,Lynn,MA,01905,"K,01,02,03,04,05",Lynn,01630000,Public School District
Lynn: Lynn English High,01630510,Public School,Lynn,MA,01902,"09,10,11,12",Lynn,01630000,Public School District
Lynn: Lynn Vocational Technical Institute,01630605,Public School,Lynn,MA,01902,"PK,K,01,02,03,04,05,06,08,09,10,11,12",Lynn,01630000,Public School District
Lynn: Lynn Woods,01630075,Public School,Lynn,MA,01904,"K,01,02,03,04,05",Lynn,01630000,Public School District
Lynn: Pickering Middle,01630420,Public School,Lynn,MA,01904,"06,07,08",Lynn,01630000,Public School District
Lynn: Robert L Ford,01630050,Public School,Lynn,MA,01902,"01,02,03,04,05",Lynn,01630000,Public School District
Lynn: Sewell-Anderson,01630085,Public School,Lynn,MA,01905,"K,01,02,03,04,05",Lynn,01630000,Public School District
Lynn: Thurgood Marshall Mid,01630305,Public School,Lynn,MA,01902,"06,07,08",Lynn,01630000,Public School District
Lynn: Tracy,01630100,Public School,Lynn,MA,01905,"01,02,03,04,05",Lynn,01630000,Public School District
Lynn: Virginia Barton Early Childhood Center,01630004,Public School,Lynn,MA,01905,PK,Lynn,01630000,Public School District
Lynn: Washington Elementary School,01630005,Public School,Lynn,MA,01902,"PK,K,01,02,03,04,05",Lynn,01630000,Public School District
Lynn: William R Fallon,01630080,Public School,Lynn,MA,01905,"01,02,03,04,05,06",Lynn,01630000,Public School District
Lynn: Wm P Connery,01630040,Public School,Lynn,MA,01905,"PK,K,01,02,03,04,05",Lynn,01630000,Public School District
Lynnfield: Huckleberry Hill,01640010,Public School,Lynnfield,MA,01940,"K,01,02,03,04",Lynnfield,01640000,Public School District
Lynnfield: Lynnfield High,01640505,Public School,Lynnfield,MA,01940,"09,10,11,12",Lynnfield,01640000,Public School District
Lynnfield: Lynnfield Middle School,01640405,Public School,Lynnfield,MA,01940,"05,06,07,08",Lynnfield,01640000,Public School District
Lynnfield: Lynnfield Preschool,01640005,Public School,Lynnfield,MA,01940,PK,Lynnfield,01640000,Public School District
Lynnfield: Summer Street,01640020,Public School,Lynnfield,MA,01940,"K,01,02,03,04",Lynnfield,01640000,Public School District
Ma Academy for Math and Science: Ma Academy for Math and Science School,04680505,Public School,Worcester,MA,01605,"11,12",Ma Academy for Math and Science,04680000,Public School District
Malden: Beebe,01650003,Public School,Malden,MA,02148,"K,01,02,03,04,05,06,07,08",Malden,01650000,Public School District
Malden: Ferryway,01650013,Public School,Malden,MA,02148,"K,01,02,03,04,05,06,07,08",Malden,01650000,Public School District
Malden: Forestdale,01650027,Public School,Malden,MA,02148,"K,01,02,03,04,05,06,07,08",Malden,01650000,Public School District
Malden: Linden,01650047,Public School,Malden,MA,02148,"K,01,02,03,04,05,06,07,08",Malden,01650000,Public School District
Malden: Malden Early Learning Center,01650049,Public School,Malden,MA,02148,PK,Malden,01650000,Public School District
Malden: Malden High,01650505,Public School,Malden,MA,02148,"09,10,11,12",Malden,01650000,Public School District
Malden: Salemwood,01650057,Public School,Malden,MA,02148,"K,01,02,03,04,05,06,07,08",Malden,01650000,Public School District
Manchester Essex Regional: Essex Elementary,06980020,Public School,Essex,MA,01929,"K,01,02,03,04,05",Manchester Essex Regional,06980000,Public School District
Manchester Essex Regional: Manchester Essex Regional High School,06980510,Public School,Manchester,MA,01944,"09,10,11,12",Manchester Essex Regional,06980000,Public School District
Manchester Essex Regional: Manchester Essex Regional Middle School,06980030,Public School,Manchester,MA,01944,"06,07,08",Manchester Essex Regional,06980000,Public School District
Manchester Essex Regional: Manchester Memorial Elementary,06980010,Public School,Manchester,MA,01944,"PK,K,01,02,03,04,05",Manchester Essex Regional,06980000,Public School District
Mansfield: Everett W Robinson,01670007,Public School,Mansfield,MA,02048,"K,01,02",Mansfield,01670000,Public School District
Mansfield: Harold L Qualters Middle,01670035,Public School,Mansfield,MA,02048,"06,07,08",Mansfield,01670000,Public School District
Mansfield: Jordan/Jackson Elementary,01670014,Public School,Mansfield,MA,02048,"03,04,05",Mansfield,01670000,Public School District
Mansfield: Mansfield High,01670505,Public School,Mansfield,MA,02048,"09,10,11,12",Mansfield,01670000,Public School District
Mansfield: Roland Green School,01670003,Public School,Mansfield,MA,02048,PK,Mansfield,01670000,Public School District
Map Academy Charter School (District): Map Academy Charter School,35170505,Charter School,Plymouth,MA,02360,"09,10,11,12",Map Academy Charter School (District),35170000,Charter District
Marblehead: Glover,01680020,Public School,Marblehead,MA,01945,"PK,K,01,02,03",Marblehead,01680000,Public School District
Marblehead: Lucretia and Joseph Brown School,01680030,Public School,Marblehead,MA,01945,"PK,K,01,02,03",Marblehead,01680000,Public School District
Marblehead: Marblehead High,01680505,Public School,Marblehead,MA,01945,"09,10,11,12",Marblehead,01680000,Public School District
Marblehead: Marblehead Veterans Middle School,01680300,Public School,Marblehead,MA,01945,"07,08",Marblehead,01680000,Public School District
Marblehead: Village School,01680016,Public School,Marblehead,MA,01945,"04,05,06",Marblehead,01680000,Public School District
Marblehead Community Charter Public (District): Marblehead Community Charter Public School,04640305,Charter School,Marblehead,MA,01945,"04,05,06,07,08",Marblehead Community Charter Public (District),04640000,Charter District
Marion: Sippican,01690005,Public School,Marion,MA,02738,"PK,K,01,02,03,04,05,06",Marion,01690000,Public School District
Marlborough: 1 LT Charles W. Whitcomb School,01700045,Public School,Marlborough,MA,01752,"06,07,08",Marlborough,01700000,Public School District
Marlborough: Charles Jaworek School,01700030,Public School,Marlborough,MA,01752,"K,01,02,03,04,05",Marlborough,01700000,Public School District
Marlborough: Early Childhood Center,01700006,Public School,Marlborough,MA,01752,PK,Marlborough,01700000,Public School District
Marlborough: Francis J Kane,01700008,Public School,Marlborough,MA,01752,"K,01,02,03,04,05",Marlborough,01700000,Public School District
Marlborough: Goodnow Brothers Elementary School,01700020,Public School,Marlborough,MA,01752,"K,01,02,03,04,05",Marlborough,01700000,Public School District
Marlborough: Marlborough High,01700505,Public School,Marlborough,MA,01752,"09,10,11,12",Marlborough,01700000,Public School District
Marlborough: Richer,01700025,Public School,Marlborough,MA,01752,"K,01,02,03,04,05",Marlborough,01700000,Public School District
Marshfield: Daniel Webster,01710015,Public School,Marshfield,MA,02050,"PK,K,01,02,03,04,05",Marshfield,01710000,Public School District
Marshfield: Eames Way School,01710005,Public School,Marshfield,MA,02050,"PK,K,01,02,03,04,05",Marshfield,01710000,Public School District
Marshfield: Furnace Brook Middle,01710310,Public School,Marshfield,MA,02050,"06,07,08",Marshfield,01710000,Public School District
Marshfield: Gov Edward Winslow,01710020,Public School,Marshfield,MA,02050,"K,01,02,03,04,05",Marshfield,01710000,Public School District
Marshfield: Marshfield High,01710505,Public School,Marshfield,MA,02050,"09,10,11,12",Marshfield,01710000,Public School District
Marshfield: Martinson Elementary,01710025,Public School,Marshfield,MA,02050,"K,01,02,03,04,05",Marshfield,01710000,Public School District
Marshfield: South River,01710010,Public School,Marshfield,MA,02050,"K,01,02,03,04,05",Marshfield,01710000,Public School District
Martha's Vineyard: Martha's Vineyard Regional High,07000505,Public School,Oak Bluffs,MA,02557,"09,10,11,12",Martha's Vineyard,07000000,Public School District
Martha's Vineyard Charter Public School (District): Martha's Vineyard Charter Public School,04660550,Charter School,West Tisbury,MA,02575,"K,01,02,03,04,05,06,07,08,09,10,11,12",Martha's Vineyard Charter Public School (District),04660000,Charter District
"Martin Luther King, Jr. Charter School of Excellence (District): Martin Luther King, Jr. Charter School of Excellence",04920005,Charter School,Springfield,MA,01108,"K,01,02,03,04,05","Martin Luther King, Jr. Charter School of Excellence (District)",04920000,Charter District
Masconomet: Masconomet Regional High School,07050505,Public School,Boxford,MA,01921,"09,10,11,12",Masconomet,07050000,Public School District
Masconomet: Masconomet Regional Middle School,07050405,Public School,Boxford,MA,01921,"07,08",Masconomet,07050000,Public School District
Mashpee: Kenneth Coombs School,01720005,Public School,Mashpee,MA,02649,"PK,K,01,02",Mashpee,01720000,Public School District
Mashpee: Mashpee Middle-High School,01720505,Public School,Mashpee,MA,02649,"07,08,09,10,11,12",Mashpee,01720000,Public School District
Mashpee: Quashnet School,01720035,Public School,Mashpee,MA,02649,"03,04,05,06",Mashpee,01720000,Public School District
Match Charter Public School (District): Match Charter Public School,04690505,Charter School,Boston,MA,02215,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12",Match Charter Public School (District),04690000,Charter District
Mattapoisett: Center,01730005,Public School,Mattapoisett,MA,02739,"PK,K,01,02,03",Mattapoisett,01730000,Public School District
Mattapoisett: Old Hammondtown,01730010,Public School,Mattapoisett,MA,02739,"04,05,06",Mattapoisett,01730000,Public School District
Maynard: Fowler School,01740305,Public School,Maynard,MA,01754,"04,05,06,07,08",Maynard,01740000,Public School District
Maynard: Green Meadow,01740010,Public School,Maynard,MA,01754,"PK,K,01,02,03",Maynard,01740000,Public School District
Maynard: Maynard High,01740505,Public School,Maynard,MA,01754,"09,10,11,12",Maynard,01740000,Public School District
Medfield: Dale Street,01750005,Public School,Medfield,MA,02052,"04,05",Medfield,01750000,Public School District
Medfield: Medfield Senior High,01750505,Public School,Medfield,MA,02052,"09,10,11,12",Medfield,01750000,Public School District
Medfield: Memorial School,01750003,Public School,Medfield,MA,02052,"PK,K,01",Medfield,01750000,Public School District
Medfield: Ralph Wheelock School,01750007,Public School,Medfield,MA,02052,"02,03",Medfield,01750000,Public School District
Medfield: Thomas Blake Middle,01750305,Public School,Medfield,MA,02052,"06,07,08",Medfield,01750000,Public School District
Medford: Brooks School,01760130,Public School,Medford,MA,02155,"PK,K,01,02,03,04,05",Medford,01760000,Public School District
Medford: Curtis-Tufts,01760510,Public School,Medford,MA,02155,"09,10,11,12",Medford,01760000,Public School District
Medford: John J McGlynn Elementary School,01760068,Public School,Medford,MA,02155,"PK,K,01,02,03,04,05",Medford,01760000,Public School District
Medford: John J. McGlynn Middle School,01760320,Public School,Medford,MA,02155,"06,07,08",Medford,01760000,Public School District
Medford: Madeleine Dugger Andrews,01760315,Public School,Medford,MA,02155,"06,07,08",Medford,01760000,Public School District
Medford: Medford High,01760505,Public School,Medford,MA,02155,"PK,09,10,11,12",Medford,01760000,Public School District
Medford: Milton Fuller Roberts,01760150,Public School,Medford,MA,02155,"PK,K,01,02,03,04,05",Medford,01760000,Public School District
Medford: Missituk Elementary School,01760140,Public School,Medford,MA,02155,"PK,K,01,02,03,04,05",Medford,01760000,Public School District
Medway: Burke/Memorial Elementary School,01770015,Public School,Medway,MA,02053,"02,03,04",Medway,01770000,Public School District
Medway: John D Mc Govern Elementary,01770013,Public School,Medway,MA,02053,"PK,K,01",Medway,01770000,Public School District
Medway: Medway High,01770505,Public School,Medway,MA,02053,"09,10,11,12",Medway,01770000,Public School District
Medway: Medway Middle,01770305,Public School,Medway,MA,02053,"05,06,07,08",Medway,01770000,Public School District
Melrose: Early Childhood Center,01780003,Public School,Melrose,MA,02176,"PK,K",Melrose,01780000,Public School District
Melrose: Herbert Clark Hoover,01780017,Public School,Melrose,MA,02176,"K,01,02,03,04,05",Melrose,01780000,Public School District
Melrose: Horace Mann,01780025,Public School,Melrose,MA,02176,"K,01,02,03,04,05",Melrose,01780000,Public School District
Melrose: Lincoln,01780020,Public School,Melrose,MA,02176,"K,01,02,03,04,05",Melrose,01780000,Public School District
Melrose: Melrose High,01780505,Public School,Melrose,MA,02176,"09,10,11,12",Melrose,01780000,Public School District
Melrose: Melrose Middle,01780305,Public School,Melrose,MA,02176,"06,07,08",Melrose,01780000,Public School District
Melrose: Roosevelt,01780035,Public School,Melrose,MA,02176,"K,01,02,03,04,05",Melrose,01780000,Public School District
Melrose: Winthrop,01780050,Public School,Melrose,MA,02176,"K,01,02,03,04,05",Melrose,01780000,Public School District
Mendon-Upton: Henry P Clough,07100179,Public School,Mendon,MA,01756,"PK,K,01,02,03,04",Mendon-Upton,07100000,Public School District
Mendon-Upton: Memorial School,07100001,Public School,Upton,MA,01568,"PK,K,01,02,03,04",Mendon-Upton,07100000,Public School District
Mendon-Upton: Miscoe Hill School,07100015,Public School,Mendon,MA,01756,"05,06,07,08",Mendon-Upton,07100000,Public School District
Mendon-Upton: Nipmuc Regional High,07100510,Public School,Upton,MA,01568,"09,10,11,12",Mendon-Upton,07100000,Public School District
Methuen: Comprehensive Grammar School,01810050,Public School,Methuen,MA,01844,"PK,K,01,02,03,04,05,06,07,08",Methuen,01810000,Public School District
Methuen: Donald P Timony Grammar,01810060,Public School,Methuen,MA,01844,"PK,K,01,02,03,04,05,06,07,08",Methuen,01810000,Public School District
Methuen: Early Childhood Center,01810001,Public School,Methuen,MA,01844,PK,Methuen,01810000,Public School District
Methuen: Marsh Grammar School,01810030,Public School,Methuen,MA,01844,"PK,K,01,02,03,04,05,06,07,08",Methuen,01810000,Public School District
Methuen: Methuen High,01810505,Public School,Methuen,MA,01844,"09,10,11,12",Methuen,01810000,Public School District
Methuen: Tenney Grammar School,01810055,Public School,Methuen,MA,01844,"PK,K,01,02,03,04,05,06,07,08",Methuen,01810000,Public School District
Middleborough: Henry B. Burkland Elementary School,01820008,Public School,Middleborough,MA,02346,"01,02,03,04,05",Middleborough,01820000,Public School District
Middleborough: John T. Nichols Middle,01820305,Public School,Middleborough,MA,02346,"06,07,08",Middleborough,01820000,Public School District
Middleborough: Mary K. Goode Elementary School,01820010,Public School,Middleborough,MA,02346,"01,02,03,04,05",Middleborough,01820000,Public School District
Middleborough: Memorial Early Childhood Center,01820011,Public School,Middleboro,MA,02346,"PK,K",Middleborough,01820000,Public School District
Middleborough: Middleborough High,01820505,Public School,Middleborough,MA,02346,"09,10,11,12",Middleborough,01820000,Public School District
Middleton: Fuller Meadow,01840003,Public School,Middleton,MA,01949,"K,01,02",Middleton,01840000,Public School District
Middleton: Howe-Manning,01840005,Public School,Middleton,MA,01949,"PK,03,04,05,06",Middleton,01840000,Public School District
Milford: Brookside,01850065,Public School,Milford,MA,01757,"K,01,02",Milford,01850000,Public School District
Milford: Memorial,01850010,Public School,Milford,MA,01757,"K,01,02",Milford,01850000,Public School District
Milford: Milford High,01850505,Public School,Milford,MA,01757,"09,10,11,12",Milford,01850000,Public School District
Milford: Shining Star Early Childhood Center,01850075,Public School,Milford,MA,01757,PK,Milford,01850000,Public School District
Milford: Stacy Middle,01850305,Public School,Milford,MA,01757,"06,07,08",Milford,01850000,Public School District
Milford: Woodland,01850090,Public School,Milford,MA,01757,"03,04,05",Milford,01850000,Public School District
Millbury: Elmwood Street,01860017,Public School,Millbury,MA,01527,"PK,K,01,02",Millbury,01860000,Public School District
Millbury: Millbury Junior/Senior High,01860505,Public School,Millbury,MA,01527,"07,08,09,10,11,12",Millbury,01860000,Public School District
Millbury: Raymond E. Shaw Elementary,01860025,Public School,Millbury,MA,01527,"03,04,05,06",Millbury,01860000,Public School District
Millis: Clyde F Brown,01870005,Public School,Millis,MA,02054,"PK,K,01,02,03,04,05",Millis,01870000,Public School District
Millis: Millis High School,01870505,Public School,Millis,MA,02054,"09,10,11,12",Millis,01870000,Public School District
Millis: Millis Middle,01870020,Public School,Millis,MA,02054,"06,07,08",Millis,01870000,Public School District
Millis: TIES,01870515,Public School,Millis,MA,02054,,Millis,01870000,Public School District
Milton: Charles S Pierce Middle,01890410,Public School,Milton,MA,02186,"06,07,08",Milton,01890000,Public School District
Milton: Collicot,01890005,Public School,Milton,MA,02186,"K,01,02,03,04,05",Milton,01890000,Public School District
Milton: Cunningham School,01890007,Public School,Milton,MA,02186,"PK,K,01,02,03,04,05",Milton,01890000,Public School District
Milton: Glover,01890010,Public School,Milton,MA,02186,"K,01,02,03,04,05",Milton,01890000,Public School District
Milton: Milton High,01890505,Public School,Milton,MA,02186,"09,10,11,12",Milton,01890000,Public School District
Milton: Tucker,01890020,Public School,Milton,MA,02186,"PK,K,01,02,03,04,05",Milton,01890000,Public School District
Minuteman Regional Vocational Technical: Minuteman Regional High,08300605,Public School,Lexington,MA,02421,"09,10,11,12",Minuteman Regional Vocational Technical,08300000,Public School District
Mohawk Trail: Buckland-Shelburne Regional,07170005,Public School,Shelburne Falls,MA,01370,"PK,K,01,02,03,04,05,06",Mohawk Trail,07170000,Public School District
Mohawk Trail: Colrain Central,07170010,Public School,Colrain,MA,01340,"PK,K,01,02,03,04,05,06",Mohawk Trail,07170000,Public School District
Mohawk Trail: Mohawk Trail Regional School,07170505,Public School,Shelburne Falls,MA,01370,"07,08,09,10,11,12",Mohawk Trail,07170000,Public School District
Mohawk Trail: Sanderson Academy,07170020,Public School,Ashfield,MA,01330,"PK,K,01,02,03,04,05,06",Mohawk Trail,07170000,Public School District
Monomoy Regional School District: Chatham Elementary School,07120001,Public School,Chatham,MA,02633,"PK,K,01,02,03,04",Monomoy Regional School District,07120000,Public School District
Monomoy Regional School District: Harwich Elementary School,07120002,Public School,Harwich,MA,02645,"PK,K,01,02,03,04",Monomoy Regional School District,07120000,Public School District
Monomoy Regional School District: Monomoy Regional High School,07120515,Public School,Harwich,MA,02645,"08,09,10,11,12",Monomoy Regional School District,07120000,Public School District
Monomoy Regional School District: Monomoy Regional Middle School,07120315,Public School,Chatham,MA,02633,"05,06,07",Monomoy Regional School District,07120000,Public School District
Monson: Granite Valley School,01910030,Public School,Monson,MA,01057,"01,02,03,04,05,06",Monson,01910000,Public School District
Monson: Monson High School,01910505,Public School,Monson,MA,01057,"07,08,09,10,11,12",Monson,01910000,Public School District
Monson: Quarry Hill Community School,01910010,Public School,Monson,MA,01057,"PK,K",Monson,01910000,Public School District
Montachusett Regional Vocational Technical: Montachusett Regional Vocational Technical,08320605,Public School,Fitchburg,MA,01420,"09,10,11,12",Montachusett Regional Vocational Technical,08320000,Public School District
Mount Greylock: Lanesborough Elementary,07150005,Public School,Lanesborough,MA,01237,"PK,K,01,02,03,04,05,06",Mount Greylock,07150000,Public School District
Mount Greylock: Mt Greylock Regional High,07150505,Public School,Williamstown,MA,01267,"07,08,09,10,11,12",Mount Greylock,07150000,Public School District
Mount Greylock: Williamstown Elementary,07150010,Public School,Williamstown,MA,01267,"PK,K,01,02,03,04,05,06",Mount Greylock,07150000,Public School District
Mystic Valley Regional Charter (District): Mystic Valley Regional Charter School,04700105,Charter School,Malden,MA,02148,"K,01,02,03,04,05,06,07,08,09,10,11,12",Mystic Valley Regional Charter (District),04700000,Charter District
Nahant: Johnson,01960010,Public School,Nahant,MA,01908,"PK,K,01,02,03,04,05,06",Nahant,01960000,Public School District
Nantucket: Cyrus Peirce,01970010,Public School,Nantucket,MA,02554,"06,07,08",Nantucket,01970000,Public School District
Nantucket: Nantucket Elementary,01970005,Public School,Nantucket,MA,02554,"PK,K,01,02",Nantucket,01970000,Public School District
Nantucket: Nantucket High,01970505,Public School,Nantucket,MA,02554,"09,10,11,12",Nantucket,01970000,Public School District
Nantucket: Nantucket Intermediate School,01970020,Public School,Nantucket,MA,02554,"03,04,05",Nantucket,01970000,Public School District
Narragansett: Narragansett Middle,07200305,Public School,Baldwinville,MA,01436,"05,06,07",Narragansett,07200000,Public School District
Narragansett: Narragansett Regional High,07200505,Public School,Baldwinville,MA,01436,"08,09,10,11,12",Narragansett,07200000,Public School District
Narragansett: Templeton Elementary School,07200020,Public School,Templeton,MA,01468,"PK,K,01,02,03,04",Narragansett,07200000,Public School District
Nashoba: Center School,07250020,Public School,Stow,MA,01775,"PK,K,01,02,03,04,05",Nashoba,07250000,Public School District
Nashoba: Florence Sawyer School,07250025,Public School,Bolton,MA,01740,"PK,K,01,02,03,04,05,06,07,08",Nashoba,07250000,Public School District
Nashoba: Hale,07250310,Public School,Stow,MA,01775,"06,07,08",Nashoba,07250000,Public School District
Nashoba: Luther Burbank Middle School,07250305,Public School,Lancaster,MA,01523,"06,07,08",Nashoba,07250000,Public School District
Nashoba: Mary Rowlandson Elementary,07250010,Public School,Lancaster,MA,01523,"PK,K,01,02,03,04,05",Nashoba,07250000,Public School District
Nashoba: Nashoba Regional,07250505,Public School,Bolton,MA,01740,"09,10,11,12",Nashoba,07250000,Public School District
Nashoba Valley Regional Vocational Technical: Nashoba Valley Technical High School,08520605,Public School,Westford,MA,01886,"09,10,11,12",Nashoba Valley Regional Vocational Technical,08520000,Public School District
Natick: Bennett-Hemenway,01980005,Public School,Natick,MA,01760,"K,01,02,03,04",Natick,01980000,Public School District
Natick: Brown,01980010,Public School,Natick,MA,01760,"K,01,02,03,04",Natick,01980000,Public School District
Natick: J F Kennedy Middle School,01980305,Public School,Natick,MA,01760,"05,06,07,08",Natick,01980000,Public School District
Natick: Johnson,01980031,Public School,Natick,MA,01760,"01,02,03,04",Natick,01980000,Public School District
Natick: Lilja Elementary,01980035,Public School,Natick,MA,01760,"K,01,02,03,04",Natick,01980000,Public School District
Natick: Memorial,01980043,Public School,Natick,MA,01760,"K,01,02,03,04",Natick,01980000,Public School District
Natick: Natick High,01980505,Public School,Natick,MA,01760,"PK,09,10,11,12",Natick,01980000,Public School District
Natick: Wilson Middle,01980310,Public School,Natick,MA,01760,"05,06,07,08",Natick,01980000,Public School District
Nauset: Nauset Regional High,06600505,Public School,North Eastham,MA,02651,"09,10,11,12",Nauset,06600000,Public School District
Nauset: Nauset Regional Middle,06600305,Public School,Orleans,MA,02653,"06,07,08",Nauset,06600000,Public School District
Needham: Broadmeadow,01990005,Public School,Needham,MA,02492,"K,01,02,03,04,05",Needham,01990000,Public School District
Needham: High Rock School,01990410,Public School,Needham,MA,02492,6,Needham,01990000,Public School District
Needham: John Eliot,01990020,Public School,Needham,MA,02494,"K,01,02,03,04,05",Needham,01990000,Public School District
